cod_parroquia,provincia,canton,parroquia,direccion_busqueda,lat,lon
130251,MANABÍ,BOLÍVAR,MEMBRILLO,"MEMBRILLO, BOLÍVAR, MANABÍ, Ecuador",-0.8729591,-79.9416549
130252,MANABÍ,BOLÍVAR,QUIROGA,"QUIROGA, BOLÍVAR, MANABÍ, Ecuador",-0.881327,-80.094618
130350,MANABÍ,CHONE,CHONE,"CHONE, CHONE, MANABÍ, Ecuador",-0.6968885,-80.0917929
130350,MANABÍ,CHONE,CHONE,"CHONE, CHONE, MANABÍ, Ecuador",-0.6968885,-80.0917929
130351,MANABÍ,CHONE,BOYACÁ,"BOYACÁ, CHONE, MANABÍ, Ecuador",-0.6968885,-80.0917929
130352,MANABÍ,CHONE,CANUTO,"CANUTO, CHONE, MANABÍ, Ecuador",-0.7971863,-80.1275052
130353,MANABÍ,CHONE,CONVENTO,"CONVENTO, CHONE, MANABÍ, Ecuador",-0.278446,-80.03498499999999
130354,MANABÍ,CHONE,CHIBUNGA,"CHIBUNGA, CHONE, MANABÍ, Ecuador",-0.0367182,-79.6951103
130355,MANABÍ,CHONE,ELOY ALFARO,"ELOY ALFARO, CHONE, MANABÍ, Ecuador",-0.4010690000000001,-80.079781
130356,MANABÍ,CHONE,RICAURTE,"RICAURTE, CHONE, MANABÍ, Ecuador",-0.5825199999999999,-80.040306
130357,MANABÍ,CHONE,SAN ANTONIO,"SAN ANTONIO, CHONE, MANABÍ, Ecuador",-0.6487465,-80.2098219
130450,MANABÍ,EL CARMEN,EL CARMEN,"EL CARMEN, EL CARMEN, MANABÍ, Ecuador",-0.2714362,-79.4647633
130450,MANABÍ,EL CARMEN,EL CARMEN,"EL CARMEN, EL CARMEN, MANABÍ, Ecuador",-0.2714362,-79.4647633
130451,MANABÍ,EL CARMEN,WILFRIDO LOOR MOREIRA,"WILFRIDO LOOR MOREIRA, EL CARMEN, MANABÍ, Ecuador",-0.3131766,-79.6277523
130452,MANABÍ,EL CARMEN,SAN PEDRO DE SUMA,"SAN PEDRO DE SUMA, EL CARMEN, MANABÍ, Ecuador",-0.1654543,-79.582819
130453,MANABÍ,EL CARMEN,SANTA MARÍA,"SANTA MARÍA, EL CARMEN, MANABÍ, Ecuador",-0.2714362,-79.4647633
130454,MANABÍ,EL CARMEN,EL PARAÍSO LA 14,"EL PARAÍSO LA 14, EL CARMEN, MANABÍ, Ecuador",-0.5890968,-79.5125662
130550,MANABÍ,FLAVIO ALFARO,FLAVIO ALFARO,"FLAVIO ALFARO, FLAVIO ALFARO, MANABÍ, Ecuador",-0.3319373,-79.87448359999999
130551,MANABÍ,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO,"SAN FRANCISCO DE NOVILLO, FLAVIO ALFARO, MANABÍ, Ecuador",-0.1655721,-79.80726109999999
130552,MANABÍ,FLAVIO ALFARO,ZAPALLO,"ZAPALLO, FLAVIO ALFARO, MANABÍ, Ecuador",-0.4619638,-79.9864071
130650,MANABÍ,JIPIJAPA,JIPIJAPA,"JIPIJAPA, JIPIJAPA, MANABÍ, Ecuador",-1.3525694,-80.5827272
130650,MANABÍ,JIPIJAPA,JIPIJAPA,"JIPIJAPA, JIPIJAPA, MANABÍ, Ecuador",-1.3525694,-80.5827272
130650,MANABÍ,JIPIJAPA,JIPIJAPA,"JIPIJAPA, JIPIJAPA, MANABÍ, Ecuador",-1.3525694,-80.5827272
130651,MANABÍ,JIPIJAPA,AMÉRICA,"AMÉRICA, JIPIJAPA, MANABÍ, Ecuador",-1.3525694,-80.5827272
130652,MANABÍ,JIPIJAPA,EL ANEGADO,"EL ANEGADO, JIPIJAPA, MANABÍ, Ecuador",-1.4906073,-80.5327324
130653,MANABÍ,JIPIJAPA,JULCUY,"JULCUY, JIPIJAPA, MANABÍ, Ecuador",-1.4742907,-80.62436629999999
130654,MANABÍ,JIPIJAPA,LA UNIÓN,"LA UNIÓN, JIPIJAPA, MANABÍ, Ecuador",-1.4377696,-80.44934049999999
130656,MANABÍ,JIPIJAPA,MEMBRILLAL,"MEMBRILLAL, JIPIJAPA, MANABÍ, Ecuador",-1.2364107,-80.6632103
130657,MANABÍ,JIPIJAPA,PEDRO PABLO GÓMEZ,"PEDRO PABLO GÓMEZ, JIPIJAPA, MANABÍ, Ecuador",-1.627226,-80.554153
130658,MANABÍ,JIPIJAPA,PUERTO CAYO,"PUERTO CAYO, JIPIJAPA, MANABÍ, Ecuador",-1.3436502,-80.7380716
130750,MANABÍ,JUNÍN,JUNÍN,"JUNÍN, JUNÍN, MANABÍ, Ecuador",-0.9277434,-80.20703280000001
130850,MANABÍ,MANTA,MANTA,"MANTA, MANTA, MANABÍ, Ecuador",-0.9676533,-80.7089101
130850,MANABÍ,MANTA,MANTA,"MANTA, MANTA, MANABÍ, Ecuador",-0.9676533,-80.7089101
130850,MANABÍ,MANTA,MANTA,"MANTA, MANTA, MANABÍ, Ecuador",-0.9676533,-80.7089101
130850,MANABÍ,MANTA,MANTA,"MANTA, MANTA, MANABÍ, Ecuador",-0.9676533,-80.7089101
130850,MANABÍ,MANTA,MANTA,"MANTA, MANTA, MANABÍ, Ecuador",-0.9676533,-80.7089101
130851,MANABÍ,MANTA,SAN LORENZO,"SAN LORENZO, MANTA, MANABÍ, Ecuador",-1.0654096,-80.9055645
130852,MANABÍ,MANTA,SANTA MARIANITA,"SANTA MARIANITA, MANTA, MANABÍ, Ecuador",-0.9465481000000001,-80.73010350000001
130950,MANABÍ,MONTECRISTI,MONTECRISTI,"MONTECRISTI, MONTECRISTI, MANABÍ, Ecuador",-1.0452255,-80.6588196
130950,MANABÍ,MONTECRISTI,MONTECRISTI,"MONTECRISTI, MONTECRISTI, MANABÍ, Ecuador",-1.0452255,-80.6588196
130950,MANABÍ,MONTECRISTI,MONTECRISTI,"MONTECRISTI, MONTECRISTI, MANABÍ, Ecuador",-1.0452255,-80.6588196
130950,MANABÍ,MONTECRISTI,MONTECRISTI,"MONTECRISTI, MONTECRISTI, MANABÍ, Ecuador",-1.0452255,-80.6588196
130950,MANABÍ,MONTECRISTI,MONTECRISTI,"MONTECRISTI, MONTECRISTI, MANABÍ, Ecuador",-1.0452255,-80.6588196
130950,MANABÍ,MONTECRISTI,MONTECRISTI,"MONTECRISTI, MONTECRISTI, MANABÍ, Ecuador",-1.0452255,-80.6588196
130952,MANABÍ,MONTECRISTI,LA PILA,"LA PILA, MONTECRISTI, MANABÍ, Ecuador",-1.1058093,-80.5827272
131050,MANABÍ,PAJÁN,PAJÁN,"PAJÁN, PAJÁN, MANABÍ, Ecuador",-1.5532317,-80.4252874
131051,MANABÍ,PAJÁN,CAMPOZANO,"CAMPOZANO, PAJÁN, MANABÍ, Ecuador",-1.6333936,-80.38813329999999
131052,MANABÍ,PAJÁN,CASCOL,"CASCOL, PAJÁN, MANABÍ, Ecuador",-1.7873743,-80.47714719999999
131053,MANABÍ,PAJÁN,GUALE,"GUALE, PAJÁN, MANABÍ, Ecuador",-1.6314724,-80.2391019
131054,MANABÍ,PAJÁN,LASCANO,"LASCANO, PAJÁN, MANABÍ, Ecuador",-1.5520126,-80.4257579
131150,MANABÍ,PICHINCHA,PICHINCHA,"PICHINCHA, PICHINCHA, MANABÍ, Ecuador",-0.9478907999999999,-79.8520818
131151,MANABÍ,PICHINCHA,BARRAGANETE,"BARRAGANETE, PICHINCHA, MANABÍ, Ecuador",-0.7787807999999999,-79.7848422
131152,MANABÍ,PICHINCHA,SAN SEBASTIÁN,"SAN SEBASTIÁN, PICHINCHA, MANABÍ, Ecuador",-1.0496462,-80.01157010000001
131250,MANABÍ,ROCAFUERTE,ROCAFUERTE,"ROCAFUERTE, ROCAFUERTE, MANABÍ, Ecuador",-0.9236736000000001,-80.4508492
131251,MANABÍ,ROCAFUERTE,SOSOTE,"SOSOTE, ROCAFUERTE, MANABÍ, Ecuador",-0.9578961999999999,-80.4646353
131350,MANABÍ,SANTA ANA,SANTA ANA DE VUELTA LARGA,"SANTA ANA DE VUELTA LARGA, SANTA ANA, MANABÍ, Ecuador",-1.2068533,-80.3722646
131350,MANABÍ,SANTA ANA,SANTA ANA DE VUELTA LARGA,"SANTA ANA DE VUELTA LARGA, SANTA ANA, MANABÍ, Ecuador",-1.2068533,-80.3722646
131351,MANABÍ,SANTA ANA,AYACUCHO,"AYACUCHO, SANTA ANA, MANABÍ, Ecuador",-1.2068533,-80.3722646
131352,MANABÍ,SANTA ANA,HONORATO VÁSQUEZ,"HONORATO VÁSQUEZ, SANTA ANA, MANABÍ, Ecuador",-1.1105423,-80.2223717
131353,MANABÍ,SANTA ANA,LA UNIÓN,"LA UNIÓN, SANTA ANA, MANABÍ, Ecuador",-1.2068533,-80.3722646
131355,MANABÍ,SANTA ANA,SAN PABLO,"SAN PABLO, SANTA ANA, MANABÍ, Ecuador",-1.2068533,-80.3722646
131450,MANABÍ,SUCRE,BAHÍA DE CARÁQUEZ,"BAHÍA DE CARÁQUEZ, SUCRE, MANABÍ, Ecuador",-0.6284510999999999,-80.4249012
131450,MANABÍ,SUCRE,BAHÍA DE CARÁQUEZ,"BAHÍA DE CARÁQUEZ, SUCRE, MANABÍ, Ecuador",-0.6284510999999999,-80.4249012
131453,MANABÍ,SUCRE,CHARAPOTÓ,"CHARAPOTÓ, SUCRE, MANABÍ, Ecuador",-0.8379605999999999,-80.4868773
131457,MANABÍ,SUCRE,SAN ISIDRO,"SAN ISIDRO, SUCRE, MANABÍ, Ecuador",-0.3791647,-80.1864379
131550,MANABÍ,TOSAGUA,TOSAGUA,"TOSAGUA, TOSAGUA, MANABÍ, Ecuador",-0.7842208,-80.2343302
131551,MANABÍ,TOSAGUA,BACHILLERO,"BACHILLERO, TOSAGUA, MANABÍ, Ecuador",-0.7645761,-80.2140053
131552,MANABÍ,TOSAGUA,ÁNGEL PEDRO GILER,"ÁNGEL PEDRO GILER, TOSAGUA, MANABÍ, Ecuador",-0.7842208,-80.2343302
131650,MANABÍ,24 DE MAYO,SUCRE,"SUCRE, 24 DE MAYO, MANABÍ, Ecuador",-1.2782708,-80.4243066
131651,MANABÍ,24 DE MAYO,BELLAVISTA,"BELLAVISTA, 24 DE MAYO, MANABÍ, Ecuador",-1.344639,-80.292084
131652,MANABÍ,24 DE MAYO,NOBOA,"NOBOA, 24 DE MAYO, MANABÍ, Ecuador",-1.410242,-80.38252299999999
131653,MANABÍ,24 DE MAYO,ARQUITECTO SIXTO DURÁN BALLÉN,"ARQUITECTO SIXTO DURÁN BALLÉN, 24 DE MAYO, MANABÍ, Ecuador",-1.4705496,-80.3101684
131750,MANABÍ,PEDERNALES,PEDERNALES,"PEDERNALES, PEDERNALES, MANABÍ, Ecuador",0.0690481,-80.05451359999999
131751,MANABÍ,PEDERNALES,COJIMÍES,"COJIMÍES, PEDERNALES, MANABÍ, Ecuador",0.3639671,-80.0374246
131752,MANABÍ,PEDERNALES,DIEZ DE AGOSTO,"DIEZ DE AGOSTO, PEDERNALES, MANABÍ, Ecuador",-0.138865,-80.068398
131753,MANABÍ,PEDERNALES,ATAHUALPA,"ATAHUALPA, PEDERNALES, MANABÍ, Ecuador",-0.0183688,-79.9416549
131850,MANABÍ,OLMEDO,OLMEDO,"OLMEDO, OLMEDO, MANABÍ, Ecuador",-1.396455,-80.206947
131950,MANABÍ,PUERTO LÓPEZ,PUERTO LÓPEZ,"PUERTO LÓPEZ, PUERTO LÓPEZ, MANABÍ, Ecuador",-1.5604961,-80.8113298
131951,MANABÍ,PUERTO LÓPEZ,MACHALILLA,"MACHALILLA, PUERTO LÓPEZ, MANABÍ, Ecuador",-1.5585284,-80.8103814
131952,MANABÍ,PUERTO LÓPEZ,SALANGO,"SALANGO, PUERTO LÓPEZ, MANABÍ, Ecuador",-1.5935969,-80.84193069999999
132050,MANABÍ,JAMA,JAMA,"JAMA, JAMA, MANABÍ, Ecuador",-0.2020165,-80.26347740000001
132150,MANABÍ,JARAMIJÓ,JARAMIJÓ,"JARAMIJÓ, JARAMIJÓ, MANABÍ, Ecuador",-0.9783128,-80.5993854
132250,MANABÍ,SAN VICENTE,SAN VICENTE,"SAN VICENTE, SAN VICENTE, MANABÍ, Ecuador",-0.6047266,-80.402048
132251,MANABÍ,SAN VICENTE,CANOA,"CANOA, SAN VICENTE, MANABÍ, Ecuador",-0.4637768999999999,-80.4535121
140150,MORONA SANTIAGO,MORONA,MACAS,"MACAS, MORONA, MORONA SANTIAGO, Ecuador",-2.3074378,-78.1202307
140151,MORONA SANTIAGO,MORONA,ALSHI,"ALSHI, MORONA, MORONA SANTIAGO, Ecuador",-2.2351189,-78.2703951
140153,MORONA SANTIAGO,MORONA,GENERAL PROAÑO,"GENERAL PROAÑO, MORONA, MORONA SANTIAGO, Ecuador",-2.2665471,-78.1322125
140156,MORONA SANTIAGO,MORONA,SAN ISIDRO,"SAN ISIDRO, MORONA, MORONA SANTIAGO, Ecuador",-2.2137873,-78.1664189
140158,MORONA SANTIAGO,MORONA,SINAÍ,"SINAÍ, MORONA, MORONA SANTIAGO, Ecuador",-2.0803529,-78.1792434
140160,MORONA SANTIAGO,MORONA,ZUÑA,"ZUÑA, MORONA, MORONA SANTIAGO, Ecuador",-2.2170993,-78.4297187
140162,MORONA SANTIAGO,MORONA,CUCHAENTZA,"CUCHAENTZA, MORONA, MORONA SANTIAGO, Ecuador",-2.1547484,-77.85959629999999
140164,MORONA SANTIAGO,MORONA,RÍO BLANCO,"RÍO BLANCO, MORONA, MORONA SANTIAGO, Ecuador",-2.3909073,-78.4069732
140190,MORONA SANTIAGO,MORONA,ZONA EN ESTUDIO INTERPARROQUIAL SINAÍ-CUCHAENTZA,"ZONA EN ESTUDIO INTERPARROQUIAL SINAÍ-CUCHAENTZA, MORONA, MORONA SANTIAGO, Ecuador",-2.0803529,-78.1792434
140250,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,"GUALAQUIZA, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.4036802,-78.5819698
140250,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,"GUALAQUIZA, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.4036802,-78.5819698
140251,MORONA SANTIAGO,GUALAQUIZA,AMAZONAS,"AMAZONAS, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.392678,-78.774963
140252,MORONA SANTIAGO,GUALAQUIZA,BERMEJOS,"BERMEJOS, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.287563,-78.714889
140253,MORONA SANTIAGO,GUALAQUIZA,BOMBOÍZA,"BOMBOÍZA, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.4544272,-78.5533086
140254,MORONA SANTIAGO,GUALAQUIZA,CHIGÜINDA,"CHIGÜINDA, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.1753803,-78.6795836
140255,MORONA SANTIAGO,GUALAQUIZA,EL ROSARIO,"EL ROSARIO, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.24406,-78.64554749999999
140256,MORONA SANTIAGO,GUALAQUIZA,NUEVA TARQUI,"NUEVA TARQUI, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.457032,-78.6659169
140257,MORONA SANTIAGO,GUALAQUIZA,SAN MIGUEL DE CUYES,"SAN MIGUEL DE CUYES, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.3159457,-78.8835548
140258,MORONA SANTIAGO,GUALAQUIZA,EL IDEAL,"EL IDEAL, GUALAQUIZA, MORONA SANTIAGO, Ecuador",-3.3729737,-78.6795836
140350,MORONA SANTIAGO,LIMÓN INDANZA,GENERAL LEONIDAS PLAZA GUTIÉRREZ,"GENERAL LEONIDAS PLAZA GUTIÉRREZ, LIMÓN INDANZA, MORONA SANTIAGO, Ecuador",-2.9776549,-78.5887951
140351,MORONA SANTIAGO,LIMÓN INDANZA,INDANZA,"INDANZA, LIMÓN INDANZA, MORONA SANTIAGO, Ecuador",-3.064969,-78.4865602
140353,MORONA SANTIAGO,LIMÓN INDANZA,SAN ANTONIO,"SAN ANTONIO, LIMÓN INDANZA, MORONA SANTIAGO, Ecuador",-3.150823,-78.24761459999999
140356,MORONA SANTIAGO,LIMÓN INDANZA,SAN MIGUEL DE CONCHAY,"SAN MIGUEL DE CONCHAY, LIMÓN INDANZA, MORONA SANTIAGO, Ecuador",-3.12336,-78.434417
140357,MORONA SANTIAGO,LIMÓN INDANZA,SANTA SUSANA DE CHIVIAZA,"SANTA SUSANA DE CHIVIAZA, LIMÓN INDANZA, MORONA SANTIAGO, Ecuador",-2.882301,-78.360023
140358,MORONA SANTIAGO,LIMÓN INDANZA,YUNGANZA,"YUNGANZA, LIMÓN INDANZA, MORONA SANTIAGO, Ecuador",-2.8581754,-78.4069732
140450,MORONA SANTIAGO,PALORA,PALORA,"PALORA, PALORA, MORONA SANTIAGO, Ecuador",-1.7008075,-77.9661084
140451,MORONA SANTIAGO,PALORA,ARAPICOS,"ARAPICOS, PALORA, MORONA SANTIAGO, Ecuador",-1.8500188,-78.13363799999999
140452,MORONA SANTIAGO,PALORA,CUMANDÁ,"CUMANDÁ, PALORA, MORONA SANTIAGO, Ecuador",-1.6023798,-78.1564432
140454,MORONA SANTIAGO,PALORA,SANGAY,"SANGAY, PALORA, MORONA SANTIAGO, Ecuador",-1.8,-77.93333299999999
140455,MORONA SANTIAGO,PALORA,16 DE AGOSTO,"16 DE AGOSTO, PALORA, MORONA SANTIAGO, Ecuador",-1.7815867,-77.8938895
140550,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MÉNDEZ,"SANTIAGO DE MÉNDEZ, SANTIAGO, MORONA SANTIAGO, Ecuador",-2.715557,-78.317764
140551,MORONA SANTIAGO,SANTIAGO,COPAL,"COPAL, SANTIAGO, MORONA SANTIAGO, Ecuador",-2.715557,-78.317764
140552,MORONA SANTIAGO,SANTIAGO,CHUPIANZA,"CHUPIANZA, SANTIAGO, MORONA SANTIAGO, Ecuador",-2.715557,-78.317764
140553,MORONA SANTIAGO,SANTIAGO,PATUCA,"PATUCA, SANTIAGO, MORONA SANTIAGO, Ecuador",-2.752324,-78.260381
140554,MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO,"SAN LUIS DE EL ACHO, SANTIAGO, MORONA SANTIAGO, Ecuador",-2.76965,-78.278747
140556,MORONA SANTIAGO,SANTIAGO,TAYUZA,"TAYUZA, SANTIAGO, MORONA SANTIAGO, Ecuador",-2.715557,-78.317764
140557,MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,"SAN FRANCISCO DE CHINIMBIMI, SANTIAGO, MORONA SANTIAGO, Ecuador",-2.715557,-78.317764
140650,MORONA SANTIAGO,SUCÚA,SUCÚA,"SUCÚA, SUCÚA, MORONA SANTIAGO, Ecuador",-2.4566285,-78.1678439
140651,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,"ASUNCIÓN, SUCÚA, MORONA SANTIAGO, Ecuador",-2.5354819,-78.30455649999999
140652,MORONA SANTIAGO,SUCÚA,HUAMBI,"HUAMBI, SUCÚA, MORONA SANTIAGO, Ecuador",-2.5440386,-78.1792434
140655,MORONA SANTIAGO,SUCÚA,SANTA MARIANITA DE JESÚS,"SANTA MARIANITA DE JESÚS, SUCÚA, MORONA SANTIAGO, Ecuador",-2.4178807,-78.1678439
140750,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,"HUAMBOYA, HUAMBOYA, MORONA SANTIAGO, Ecuador",-1.945862,-77.98956749999999
140751,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,"CHIGUAZA, HUAMBOYA, MORONA SANTIAGO, Ecuador",-2.0021974,-77.99670429999999
140850,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,"SAN JUAN BOSCO, SAN JUAN BOSCO, MORONA SANTIAGO, Ecuador",-3.1344609,-78.54337009999999
140851,MORONA SANTIAGO,SAN JUAN BOSCO,PAN DE AZÚCAR,"PAN DE AZÚCAR, SAN JUAN BOSCO, MORONA SANTIAGO, Ecuador",-3.103169,-78.520432
140852,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMÓN,"SAN CARLOS DE LIMÓN, SAN JUAN BOSCO, MORONA SANTIAGO, Ecuador",-3.103169,-78.520432
140853,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JACINTO DE WAKAMBEIS,"SAN JACINTO DE WAKAMBEIS, SAN JUAN BOSCO, MORONA SANTIAGO, Ecuador",-3.2817277,-78.4865602
140854,MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,"SANTIAGO DE PANANZA, SAN JUAN BOSCO, MORONA SANTIAGO, Ecuador",-3.1550338,-78.4851027
140950,MORONA SANTIAGO,TAISHA,TAISHA,"TAISHA, TAISHA, MORONA SANTIAGO, Ecuador",-2.340197,-77.45931999999999
140951,MORONA SANTIAGO,TAISHA,HUASAGA,"HUASAGA, TAISHA, MORONA SANTIAGO, Ecuador",-2.340197,-77.45931999999999
140952,MORONA SANTIAGO,TAISHA,MACUMA,"MACUMA, TAISHA, MORONA SANTIAGO, Ecuador",-2.1342307,-77.69941969999999
140953,MORONA SANTIAGO,TAISHA,TUUTINENTSA,"TUUTINENTSA, TAISHA, MORONA SANTIAGO, Ecuador",-2.340197,-77.45931999999999
140954,MORONA SANTIAGO,TAISHA,PUMPUENTSA,"PUMPUENTSA, TAISHA, MORONA SANTIAGO, Ecuador",-2.5930778,-77.2405153
141050,MORONA SANTIAGO,LOGROÑO,LOGROÑO,"LOGROÑO, LOGROÑO, MORONA SANTIAGO, Ecuador",-2.6171954,-78.20773679999999
141051,MORONA SANTIAGO,LOGROÑO,YAUPI,"YAUPI, LOGROÑO, MORONA SANTIAGO, Ecuador",-2.8359009,-77.93646199999999
141052,MORONA SANTIAGO,LOGROÑO,SHIMPIS,"SHIMPIS, LOGROÑO, MORONA SANTIAGO, Ecuador",-2.6123864,-78.2134346
141150,MORONA SANTIAGO,PABLO SEXTO,PABLO SEXTO,"PABLO SEXTO, PABLO SEXTO, MORONA SANTIAGO, Ecuador",-1.8316694,-78.24761459999999
141250,MORONA SANTIAGO,TIWINTZA,SANTIAGO,"SANTIAGO, TIWINTZA, MORONA SANTIAGO, Ecuador",-3.07012,-78.0651931
141251,MORONA SANTIAGO,TIWINTZA,SAN JOSÉ DE MORONA,"SAN JOSÉ DE MORONA, TIWINTZA, MORONA SANTIAGO, Ecuador",-2.9103284,-77.79097759999999
141350,MORONA SANTIAGO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,"SEVILLA DON BOSCO, SEVILLA DON BOSCO, MORONA SANTIAGO, Ecuador",-2.4443579,-77.88245959999999
150150,NAPO,TENA,TENA,"TENA, TENA, NAPO, Ecuador",-0.9962972000000001,-77.81360350000001
150151,NAPO,TENA,AHUANO,"AHUANO, TENA, NAPO, Ecuador",-1.053483,-77.548439
150153,NAPO,TENA,CHONTAPUNTA,"CHONTAPUNTA, TENA, NAPO, Ecuador",-0.9146559999999998,-77.33461
150154,NAPO,TENA,PANO,"PANO, TENA, NAPO, Ecuador",-1.05,-77.86666699999999
150155,NAPO,TENA,PUERTO MISAHUALLÍ,"PUERTO MISAHUALLÍ, TENA, NAPO, Ecuador",-1.0330287,-77.6693608
150156,NAPO,TENA,PUERTO NAPO,"PUERTO NAPO, TENA, NAPO, Ecuador",-1.031838,-77.73095699999999
150157,NAPO,TENA,TÁLAG,"TÁLAG, TENA, NAPO, Ecuador",-1.0735935,-78.1564432
150158,NAPO,TENA,SAN JUAN DE MUYUNA,"SAN JUAN DE MUYUNA, TENA, NAPO, Ecuador",-0.9042266000000001,-77.9053182
150350,NAPO,ARCHIDONA,ARCHIDONA,"ARCHIDONA, ARCHIDONA, NAPO, Ecuador",-0.9085624,-77.8081363
150352,NAPO,ARCHIDONA,COTUNDO,"COTUNDO, ARCHIDONA, NAPO, Ecuador",-0.8444153,-77.7952675
150354,NAPO,ARCHIDONA,SAN PABLO DE USHPAYACU,"SAN PABLO DE USHPAYACU, ARCHIDONA, NAPO, Ecuador",-0.8943152,-77.7337628
150356,NAPO,ARCHIDONA,HATUN SUMAKU,"HATUN SUMAKU, ARCHIDONA, NAPO, Ecuador",-0.6986117,-77.6077865
150450,NAPO,EL CHACO,EL CHACO,"EL CHACO, EL CHACO, NAPO, Ecuador",-0.3376323,-77.8095661
150451,NAPO,EL CHACO,GONZALO DÍAZ DE PINEDA,"GONZALO DÍAZ DE PINEDA, EL CHACO, NAPO, Ecuador",-0.29529,-77.74682899999999
150452,NAPO,EL CHACO,LINARES,"LINARES, EL CHACO, NAPO, Ecuador",-0.4213599,-77.6307018
150453,NAPO,EL CHACO,OYACACHI,"OYACACHI, EL CHACO, NAPO, Ecuador",-0.212386,-78.077873
150454,NAPO,EL CHACO,SANTA ROSA,"SANTA ROSA, EL CHACO, NAPO, Ecuador",-0.2010755,-77.8138553
150455,NAPO,EL CHACO,SARDINAS,"SARDINAS, EL CHACO, NAPO, Ecuador",-0.384835,-77.837822
150750,NAPO,QUIJOS,BAEZA,"BAEZA, QUIJOS, NAPO, Ecuador",-0.4644385,-77.8896034
150751,NAPO,QUIJOS,COSANGA,"COSANGA, QUIJOS, NAPO, Ecuador",-0.5782020999999999,-77.86745610000001
150752,NAPO,QUIJOS,CUYUJA,"CUYUJA, QUIJOS, NAPO, Ecuador",-0.422013,-78.04236829999999
150753,NAPO,QUIJOS,PAPALLACTA,"PAPALLACTA, QUIJOS, NAPO, Ecuador",-0.3772034,-78.1407651
150754,NAPO,QUIJOS,SAN FRANCISCO DE BORJA,"SAN FRANCISCO DE BORJA, QUIJOS, NAPO, Ecuador",-0.4228531,-77.843875
150756,NAPO,QUIJOS,SUMACO,"SUMACO, QUIJOS, NAPO, Ecuador",-0.466667,-77.6
150950,NAPO,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,"CARLOS JULIO AROSEMENA TOLA, CARLOS JULIO AROSEMENA TOLA, NAPO, Ecuador",-1.1650467,-77.8553089
160150,PASTAZA,PASTAZA,PUYO,"PUYO, PASTAZA, PASTAZA, Ecuador",-1.4928811,-77.99980339999999
160152,PASTAZA,PASTAZA,CANELOS,"CANELOS, PASTAZA, PASTAZA, Ecuador",-1.589437,-77.746597
160154,PASTAZA,PASTAZA,DIEZ DE AGOSTO,"DIEZ DE AGOSTO, PASTAZA, PASTAZA, Ecuador",-1.45,-77.89999999999999
160155,PASTAZA,PASTAZA,FÁTIMA,"FÁTIMA, PASTAZA, PASTAZA, Ecuador",-1.4213166,-77.9852853
160156,PASTAZA,PASTAZA,MONTALVO,"MONTALVO, PASTAZA, PASTAZA, Ecuador",-2.049894,-77.00723300000001
160157,PASTAZA,PASTAZA,POMONA,"POMONA, PASTAZA, PASTAZA, Ecuador",-1.683333,-77.8833329
160158,PASTAZA,PASTAZA,RÍO CORRIENTES,"RÍO CORRIENTES, PASTAZA, PASTAZA, Ecuador",-2.3540841,-76.5025742
160159,PASTAZA,PASTAZA,RÍO TIGRE,"RÍO TIGRE, PASTAZA, PASTAZA, Ecuador",-1.9313938,-76.2710833
160161,PASTAZA,PASTAZA,SARAYACU,"SARAYACU, PASTAZA, PASTAZA, Ecuador",-1.733333,-77.483333
160162,PASTAZA,PASTAZA,SIMÓN BOLÍVAR,"SIMÓN BOLÍVAR, PASTAZA, PASTAZA, Ecuador",-1.9043115,-77.69941969999999
160163,PASTAZA,PASTAZA,TARQUI,"TARQUI, PASTAZA, PASTAZA, Ecuador",-1.5726213,-77.93959699999999
160164,PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,"TENIENTE HUGO ORTIZ, PASTAZA, PASTAZA, Ecuador",-1.4,-77.95
